Protein_IDs,log2FC,AveExpr,t,P,adj.P,B,Majority,Protein,Gene,direction,tier2
P49458,0.05377398723488014,20.936114229472278,0.4458075060163133,0.6574046249095213,0.8893655589689747,-5.9144932722478964,P49458,Signal recognition particle 9 kDa protein,SRP9,n.s.,n.s.
Q02978,0.11099292313038589,22.966729680683784,0.44526412782207975,0.6577984509732357,0.8893655589689747,-5.914721096803645,Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,n.s.,n.s.
P23526,0.09331417333518388,23.03916417552741,0.4448845278028579,0.6580711564277344,0.8893655589689747,-5.914882236835238,P23526,Adenosylhomocysteinase,AHCY,n.s.,n.s.
P61086,0.05873987188606833,20.287609093860148,0.44455870388343716,0.6583017341340354,0.8893655589689747,-5.915023501648003,P61086,Ubiquitin-conjugating enzyme E2 K,UBE2K,n.s.,n.s.
P32119,0.07945465797076423,24.060033431954874,0.44387371245258783,0.6587975559551265,0.8893655589689747,-5.915310662095472,P32119,Peroxiredoxin-2,PRDX2,n.s.,n.s.
P55010,-0.06426723198331175,20.092930742744205,-0.442541666185386,0.6597517914466571,0.8893655589689747,-5.915876797834393,P55010,Eukaryotic translation initiation factor 5,EIF5,n.s.,n.s.
P27361,0.07723652922012292,20.864660887748254,0.4422903330318796,0.6599331964851287,0.8893655589689747,-5.915982309999465,P27361,Mitogen-activated protein kinase 3,MAPK3,n.s.,n.s.
Q86U42,0.061423990376468396,22.482273337373645,0.44010848606645564,0.6615027621291576,0.8902110519291214,-5.916901013773096,Q86U42,Polyadenylate-binding protein 2,PABPN1,n.s.,n.s.
Q16821;P35557,-0.10189646349305548,22.754988063460903,-0.43942373540128665,0.6619993534005393,0.8902110519291214,-5.917185240343121,Q16821,Protein phosphatase 1 regulatory subunit 3A,PPP1R3A,n.s.,n.s.
Q13765;Q9BZK3,-0.06751921251820647,22.19737649306499,-0.43872750415181005,0.6624973942355286,0.8902110519291214,-5.917479826204064,Q13765,Nascent polypeptide-associated complex subunit alpha,NACA,n.s.,n.s.
P01834,0.15910962509401827,24.630265177211818,0.43671057010045683,0.6639546212043541,0.8902110519291214,-5.918318973583978,P01834,Ig kappa chain C region,IGKC,n.s.,n.s.
P05141,0.0724875612780096,24.820211279900633,0.4364785695347368,0.6641219238272102,0.8902110519291214,-5.918415594595779,P05141,ADP/ATP translocase 2,SLC25A5,n.s.,n.s.
Q9UNZ2,0.10160477553810665,21.720274628214526,0.43557003768340763,0.664777258918989,0.8902110519291214,-5.918793479047631,Q9UNZ2,NSFL1 cofactor p47,NSFL1C,n.s.,n.s.
Q9Y6Q5,0.09150899083727637,21.716893946972856,0.4347473407421569,0.6653709071812508,0.8902110519291214,-5.9191349877042345,Q9Y6Q5,AP-1 complex subunit mu-2,AP1M2,n.s.,n.s.
Q9H8Y8,0.10301856860682079,21.375776417829258,0.43285703257192887,0.6667357462421353,0.8902110519291214,-5.919917241904533,Q9H8Y8,Golgi reassembly-stacking protein 2,GORASP2,n.s.,n.s.
Q5JTV8,-0.06982621451228965,22.626313804212913,-0.43280340333787054,0.6667712822389269,0.8902110519291214,-5.91994211381426,Q5JTV8,Torsin-1A-interacting protein 1,TOR1AIP1,n.s.,n.s.
P84103,0.05273043408686462,24.217364532634164,0.4322290891217353,0.6671859626584331,0.8902110519291214,-5.920179263790899,P84103,Serine/arginine-rich splicing factor 3,SRSF3,n.s.,n.s.
P61513;A6NKH3,-0.04629142492455074,22.74157419428932,-0.4302166234054256,0.6686406644816127,0.8902110519291214,-5.921007127753591,P61513,60S ribosomal protein L37a,RPL37A,n.s.,n.s.
Q13740,-0.1863166801032392,22.99875957315978,-0.42995492510450234,0.668833327429633,0.8902110519291214,-5.921111614161393,Q13740,CD166 antigen,ALCAM,n.s.,n.s.
Q01130;Q9BRL6,0.05677248188068873,23.555192961602437,0.42872166066348383,0.669722119015453,0.8902110519291214,-5.9216196234596135,Q01130,Serine/arginine-rich splicing factor 2,SRSF2,n.s.,n.s.
Q15392,0.12053418981386343,20.854188331966192,0.42825999172766455,0.6700596184795449,0.8902110519291214,-5.9218054784162,Q15392,Delta(24)-sterol reductase,DHCR24,n.s.,n.s.
P62906,0.04351209155013436,24.007657702395004,0.42792250638087337,0.6703005149378138,0.8902110519291214,-5.921946173419717,P62906,60S ribosomal protein L10a,RPL10A,n.s.,n.s.
P38159;Q96E39,-0.05337583724563544,24.726569233050874,-0.4274331112846332,0.6706551014887712,0.8902110519291214,-5.922145611895364,P38159;Q96E39,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1;RNA binding motif protein, X-linked-like-1, N-terminally processed",RBMX;RBMXL1,n.s.,n.s.
P09529,0.08885990771650754,20.506187916735332,0.42493099025250897,0.6724707902547518,0.8910724923091001,-5.923160365713771,P09529,Inhibin beta B chain,INHBB,n.s.,n.s.
P23229,0.037915420514934794,25.61161576821619,0.42375861203737325,0.6733174142516597,0.8910724923091001,-5.9236378295025505,P23229,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain,ITGA6,n.s.,n.s.
Q04828;P17516,0.07186154002383915,23.19955865683536,0.4234141712170455,0.6735705606496147,0.8910724923091001,-5.923774220603656,Q04828,Aldo-keto reductase family 1 member C1,AKR1C1,n.s.,n.s.
Q92734,-0.07170512051379063,21.928397161501074,-0.42197278257761184,0.6746129736359949,0.8910724923091001,-5.924358319381739,Q92734,Protein TFG,TFG,n.s.,n.s.
Q96A72,-0.06907792305472071,20.79330590270428,-0.4202129526353923,0.67589085793584,0.8910724923091001,-5.925065180634133,Q96A72,Protein mago nashi homolog 2,MAGOHB,n.s.,n.s.
P01876,0.21033626798017835,21.94616526733027,0.4202164366371891,0.6758914249398367,0.8910724923091001,-5.925061195192012,P01876,Ig alpha-1 chain C region,IGHA1,n.s.,n.s.
P35268,0.039626069349779414,23.92220759348412,0.41978517728740405,0.6762013574474774,0.8910724923091001,-5.925236785399586,P35268,60S ribosomal protein L22,RPL22,n.s.,n.s.
P55957,-0.05808909847527488,21.893629109906794,-0.41921881070585443,0.6766128282561081,0.8910724923091001,-5.925463479188325,P55957,BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11,BID,n.s.,n.s.
O75340,-0.0718858789216732,21.03340138391418,-0.4182439212298583,0.6773216030003227,0.8910724923091001,-5.925852746081933,O75340,Programmed cell death protein 6,PDCD6,n.s.,n.s.
P11233,0.0918284084173493,21.299217135873956,0.4170453963903609,0.6781960406977888,0.8910724923091001,-5.926327853850594,P11233,Ras-related protein Ral-A,RALA,n.s.,n.s.
P21796,-0.059640735655467125,26.410459093720657,-0.41603940001421413,0.6789278155889866,0.8910724923091001,-5.92672770291567,P21796,Voltage-dependent anion-selective channel protein 1,VDAC1,n.s.,n.s.
P62280,-0.056086694459750674,23.16167372230229,-0.41576411375708966,0.6791248408714154,0.8910724923091001,-5.926839670713964,P62280,40S ribosomal protein S11,RPS11,n.s.,n.s.
Q8N5K1,0.07254596815627323,21.012934597625307,0.4141755104747304,0.6802814652340745,0.8910724923091001,-5.927468472738846,Q8N5K1,CDGSH iron-sulfur domain-containing protein 2,CISD2,n.s.,n.s.
O94906,-0.04864190931076351,21.82568628325502,-0.41308766755925996,0.6810734832926468,0.8910724923091001,-5.927898063820465,O94906,Pre-mRNA-processing factor 6,PRPF6,n.s.,n.s.
P53618,-0.05447773255439259,24.55946445673056,-0.4119636734755972,0.6818940027227116,0.8910724923091001,-5.928339265737673,P53618,Coatomer subunit beta,COPB1,n.s.,n.s.
Q9H1B7,0.05504557706568747,19.547780673452575,0.411822860889629,0.6819951136482959,0.8910724923091001,-5.928395864594128,Q9H1B7,Interferon regulatory factor 2-binding protein-like,IRF2BPL,n.s.,n.s.
Q8TBX8,0.0816128756796708,20.831504325890307,0.4117658678156112,0.6820398948928619,0.8910724923091001,-5.92841558869471,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,PIP4K2C,n.s.,n.s.
Q9Y4W6;Q01484,0.07853124877918916,21.325183639033394,0.4089339422650458,0.6841052307435671,0.8929440153368854,-5.929524552573138,Q9Y4W6,AFG3-like protein 2,AFG3L2,n.s.,n.s.
P09466,-0.1348362416501061,20.218231686224122,-0.40311649226108803,0.6883555234139609,0.8956674771478176,-5.931778765693594,P09466,Glycodelin,PAEP,n.s.,n.s.
P05455,0.056052747371580836,23.243318322673947,0.40234698230472904,0.6889153388245206,0.8956674771478176,-5.932077102502501,P05455,Lupus La protein,SSB,n.s.,n.s.
O95834,-0.13309082041405063,21.833944471690163,-0.4019816975726583,0.6891858006747545,0.8956674771478176,-5.932214747044046,O95834,Echinoderm microtubule-associated protein-like 2,EML2,n.s.,n.s.
O43583,-0.05367453389244403,20.858199548799846,-0.40085417656792754,0.6900079920585722,0.8956674771478176,-5.932649269020729,O43583,Density-regulated protein,DENR,n.s.,n.s.
O95573;O60488,0.10394838017840158,21.441994765323184,0.4004515255765435,0.6903059657446129,0.8956674771478176,-5.93280069554779,O95573,Long-chain-fatty-acid--CoA ligase 3,ACSL3,n.s.,n.s.
P06756,0.06773679146603939,20.828585988052225,0.40031778880925717,0.6904010239600398,0.8956674771478176,-5.9328541282473966,P06756,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,n.s.,n.s.
P01860,-0.1449331706799697,21.20280556883472,-0.4000020151564187,0.6906351631019316,0.8956674771478176,-5.932972404333432,P01860,Ig gamma-3 chain C region,IGHG3,n.s.,n.s.
P60842,-0.06645387574916839,24.58226595193941,-0.39620415201486464,0.6934189063827826,0.898293582937139,-5.934415499429113,P60842,Eukaryotic initiation factor 4A-I,EIF4A1,n.s.,n.s.
P16403,0.16059109657758697,21.254546796943917,0.39550288526087773,0.6939333844092711,0.898293582937139,-5.93468046662931,P16403,Histone H1.2,HIST1H1C,n.s.,n.s.
P78527,-0.04190843810098244,25.76812250002508,-0.3940345200863256,0.6950080208386767,0.89835699701114,-5.935236230458473,P78527,DNA-dependent protein kinase catalytic subunit,PRKDC,n.s.,n.s.
Q8N1S5,-0.08057809575748465,20.07940974299025,-0.39370134146500985,0.6952557340440573,0.89835699701114,-5.9353590238314045,Q8N1S5,Zinc transporter ZIP11,SLC39A11,n.s.,n.s.
P69905;P02008,0.13306572296502495,26.06819704905099,0.3900572930317055,0.6979334054152636,0.9009917978416624,-5.93672214907192,P69905,Hemoglobin subunit alpha,HBA1,n.s.,n.s.
P45974,-0.05888132537761237,23.788768690155337,-0.3882471005178187,0.6992649857090185,0.9013322981662302,-5.937394599879195,P45974,Ubiquitin carboxyl-terminal hydrolase 5,USP5,n.s.,n.s.
Q9UPM9;Q96PJ5,0.1300131833585958,21.261004235659946,0.3876025929140085,0.699739315971344,0.9013322981662302,-5.937633270804405,Q9UPM9;Q96PJ5,B9 domain-containing protein 1;Fc receptor-like protein 4,B9D1;FCRL4,n.s.,n.s.
Q9H223;Q9NZN3,0.06699314081965468,21.008178413828844,0.3864640965421841,0.7005747280838743,0.9013322981662302,-5.9380560920048895,Q9H223,EH domain-containing protein 4,EHD4,n.s.,n.s.
P21980,0.13021874959261126,20.678563074351942,0.3861364403292276,0.7008187897542382,0.9013322981662302,-5.938174740390192,P21980,Protein-glutamine gamma-glutamyltransferase 2,TGM2,n.s.,n.s.
Q9Y6E2,0.11656429560185089,20.687505929479947,0.38472736469410773,0.7018568244806633,0.9013322981662302,-5.938693207484575,Q9Y6E2,Basic leucine zipper and W2 domain-containing protein 2,BZW2,n.s.,n.s.
Q9BRA2,-0.12451650759362565,21.680692942136023,-0.38442078674240193,0.7020827493677392,0.9013322981662302,-5.938805762648484,Q9BRA2,Thioredoxin domain-containing protein 17,TXNDC17,n.s.,n.s.
Q92900,0.05320884824936911,21.316914772662262,0.3833353162470747,0.7028798842069954,0.9013322981662302,-5.939205904970582,Q92900,Regulator of nonsense transcripts 1,UPF1,n.s.,n.s.
Q9BZE4,0.07136723356189378,20.13375263949913,0.3827594700703725,0.7033074842530258,0.9013322981662302,-5.93941413625577,Q9BZE4,Nucleolar GTP-binding protein 1,GTPBP4,n.s.,n.s.
O75223,-0.0612587414088388,20.29206508260814,-0.3792810525657153,0.7058716465604157,0.9022455541101569,-5.940681552138724,O75223,Gamma-glutamylcyclotransferase,GGCT,n.s.,n.s.
O75494;Q8WXF0,0.046285509311733364,22.204325378411266,0.3786698156788527,0.7063228179412699,0.9022455541101569,-5.940902894250909,O75494,Serine/arginine-rich splicing factor 10,SRSF10,n.s.,n.s.
Q9UNF1;Q12816;Q9Y5V3,0.14238475122033734,22.11625465583828,0.37855948578056275,0.7064072626654945,0.9022455541101569,-5.940940481058996,Q9UNF1,Melanoma-associated antigen D2,MAGED2,n.s.,n.s.
P10636,-0.08114931611810405,20.341681633587854,-0.37832855778984903,0.7065778435802434,0.9022455541101569,-5.941023918312952,P10636,Microtubule-associated protein tau,MAPT,n.s.,n.s.
P00918,-0.2780751984584562,20.50323610002312,-0.3768276899535671,0.7076868665526028,0.9028446371661144,-5.941564966896229,P00918,Carbonic anhydrase 2,CA2,n.s.,n.s.
Q9BXN1,-0.22554085176160044,21.64998407604635,-0.37573518995964383,0.7084945384488874,0.9030585309407229,-5.941957457281498,Q9BXN1,Asporin,ASPN,n.s.,n.s.
P49327,0.1424273893944914,28.05489898669971,0.3724718042511388,0.7109091204165257,0.9053183834907199,-5.9431231067324815,P49327,Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase,FASN,n.s.,n.s.
P40429;Q6NVV1,0.03223385352089281,24.412595920394455,0.3705994956290504,0.7122929076205929,0.9062626624460385,-5.943789515740346,P40429,60S ribosomal protein L13a,RPL13A,n.s.,n.s.
O75436,-0.05840699370686764,21.77433541404684,-0.36823683913101113,0.7140441529559669,0.9069275822697643,-5.944622891674141,O75436,Vacuolar protein sorting-associated protein 26A,VPS26A,n.s.,n.s.
P53990,0.0704437353375269,20.40845362233296,0.36816400774061436,0.7141010233180072,0.9069275822697643,-5.944646317935138,P53990,IST1 homolog,IST1,n.s.,n.s.
Q14254,-0.053610539185804384,21.27471129125745,-0.36694753569917216,0.715000461867157,0.9072532838979843,-5.945075428829903,Q14254,Flotillin-2,FLOT2,n.s.,n.s.
P04899,0.08237123959368375,22.760262469746742,0.36576321811377643,0.7158821460898943,0.9073213988053459,-5.94548757181234,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,n.s.,n.s.
P30086,-0.10166322001533246,21.99257005550736,-0.3651461345606837,0.7163402113884871,0.9073213988053459,-5.945702917552168,P30086,Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide,PEBP1,n.s.,n.s.
Q92504,0.0745141182786071,20.367862903792087,0.36210863076305994,0.7185964953222337,0.9086913895175013,-5.946757651199587,Q92504,Zinc transporter SLC39A7,SLC39A7,n.s.,n.s.
P28799,0.05001330765867351,20.9274206956562,0.36151138729178467,0.7190376251160799,0.9086913895175013,-5.946966111861089,P28799,Granulins;Acrogranin;Paragranulin;Granulin-1;Granulin-2;Granulin-3;Granulin-4;Granulin-5;Granulin-6;Granulin-7,GRN,n.s.,n.s.
P63208,-0.0440085974976725,21.440162089154907,-0.3610860419735181,0.7193538498164769,0.9086913895175013,-5.947112861619547,P63208,S-phase kinase-associated protein 1,SKP1,n.s.,n.s.
Q96AA8,0.078412330908737,20.006676462313287,0.35685024949192257,0.7225084140549527,0.9111650110954367,-5.94856282654121,Q96AA8,Janus kinase and microtubule-interacting protein 2,JAKMIP2,n.s.,n.s.
P31943,-0.040187338483836044,25.995701701219225,-0.3567187452870348,0.7226035771904986,0.9111650110954367,-5.948609690186652,P31943,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,n.s.,n.s.
P29590,-0.07417222854302707,20.529866089838073,-0.355184400418935,0.7237492656080935,0.9117948337259107,-5.949129222105531,P29590,Protein PML,PML,n.s.,n.s.
P62244,-0.029056378821298523,24.272865167020523,-0.35428542516329603,0.7244164575328571,0.9118212502933644,-5.949435811376714,P62244,40S ribosomal protein S15a,RPS15A,n.s.,n.s.
Q9NR31,-0.0674310701462737,21.161299496283938,-0.35156542556622633,0.7264475193498661,0.9124815194265217,-5.950350597768436,Q9NR31,GTP-binding protein SAR1a,SAR1A,n.s.,n.s.
Q9NVI7;Q5T2N8,0.08769781670223864,21.425339127072032,0.35150868828241244,0.726489849670916,0.9124815194265217,-5.9503696470231695,Q9NVI7,ATPase family AAA domain-containing protein 3A,ATAD3A,n.s.,n.s.
O15400,0.08514544723871964,21.018689787734402,0.3504502583456504,0.7272796757506302,0.9124815194265217,-5.95072444839438,O15400,Syntaxin-7,STX7,n.s.,n.s.
P11142,0.03409400728171974,27.48512128065081,0.34991736058232464,0.727674743272481,0.9124815194265217,-5.950904664164576,P11142,Heat shock cognate 71 kDa protein,HSPA8,n.s.,n.s.
Q9Y624,-0.0840907459667406,21.102786724547755,-0.3492516309648074,0.7281744797124474,0.9124815194265217,-5.951124959909048,Q9Y624,Junctional adhesion molecule A,F11R,n.s.,n.s.
P56182,-0.06869671916287956,22.342889224256016,-0.34546243573292446,0.7310057008848685,0.9152165429889525,-5.952382102895852,P56182,Ribosomal RNA processing protein 1 homolog A,RRP1,n.s.,n.s.
P27824,-0.05505022193209541,26.044420795414638,-0.3417969048353696,0.7337481054640368,0.9156332625739169,-5.953585224910962,P27824,Calnexin,CANX,n.s.,n.s.
Q8WVM8,-0.055830213183636346,22.862143508796187,-0.34135735694318275,0.7340750300668255,0.9156332625739169,-5.9537301932132785,Q8WVM8,Sec1 family domain-containing protein 1,SCFD1,n.s.,n.s.
Q92621,0.032828622196607427,20.12749946906105,0.3410516236604055,0.7343034918148361,0.9156332625739169,-5.95383017343847,Q92621,Nuclear pore complex protein Nup205,NUP205,n.s.,n.s.
P35606,-0.04138310615800833,25.035745390364326,-0.34033762604805967,0.7348384000635947,0.9156332625739169,-5.95406240175376,P35606,Coatomer subunit beta,COPB2,n.s.,n.s.
O14979,0.05626404104936,22.1556977534277,0.34006874330917963,0.7350396368500919,0.9156332625739169,-5.954149900677362,O14979,Heterogeneous nuclear ribonucleoprotein D-like,HNRPDL,n.s.,n.s.
Q9BUJ2,0.05966553302782884,22.666162608206367,0.3397200387720816,0.7353024414469621,0.9156332625739169,-5.954261982702815,Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1,HNRNPUL1,n.s.,n.s.
Q9Y696,0.058506261988839015,20.567709369467646,0.3387389009851667,0.7360369375900317,0.9156332625739169,-5.954580390854874,Q9Y696,Chloride intracellular channel protein 4,CLIC4,n.s.,n.s.
Q13247,0.044296634781666455,23.649748652875555,0.33667052394226904,0.7375867126155482,0.9156332625739169,-5.955248248052609,Q13247,Serine/arginine-rich splicing factor 6,SRSF6,n.s.,n.s.
Q9UEW8,-0.08311867438636966,19.744635780457262,-0.33623389811565535,0.7379167840314789,0.9156332625739169,-5.955386733041084,Q9UEW8,STE20/SPS1-related proline-alanine-rich protein kinase,STK39,n.s.,n.s.
Q9BXJ8,0.049930898502353216,19.692065663632505,0.33541239929408184,0.7385304702204314,0.9156332625739169,-5.95565210352595,Q9BXJ8,Transmembrane protein 120A,TMEM120A,n.s.,n.s.
Q16630,0.0415128971940284,22.093917175677962,0.3344779875925837,0.7392316627082036,0.9156332625739169,-5.955951073318318,Q16630,Cleavage and polyadenylation specificity factor subunit 6,CPSF6,n.s.,n.s.
Q9H9B4,-0.07238807118853074,23.04034484082107,-0.33352680616794134,0.7399482362486502,0.9156332625739169,-5.956252741538848,Q9H9B4,Sideroflexin-1,SFXN1,n.s.,n.s.
Q9P0L0,-0.05164304451114887,23.64808139656648,-0.33338616414604344,0.7400538276730428,0.9156332625739169,-5.9562975429146245,Q9P0L0,Vesicle-associated membrane protein-associated protein A,VAPA,n.s.,n.s.
P27694,0.06987771485394134,21.856280919491862,0.3328938390594638,0.7404234958163283,0.9156332625739169,-5.956454224339538,P27694,Replication protein A 70 kDa DNA-binding subunit,RPA1,n.s.,n.s.
Q01085,-0.05108534772364237,20.510363964969667,-0.33196787196577576,0.7411163805859005,0.915687577063665,-5.956750084842089,Q01085,Nucleolysin TIAR,TIAL1,n.s.,n.s.
O43242,0.030160472985315323,23.594768619511438,0.33110083367529636,0.7417677666860529,0.9156905676238151,-5.95702468462698,O43242,26S proteasome non-ATPase regulatory subunit 3,PSMD3,n.s.,n.s.
P61247,0.031705730830481116,23.987940246739733,0.3291149527805247,0.74326042861916,0.9159406183607317,-5.957650937872837,P61247,40S ribosomal protein S3a,RPS3A,n.s.,n.s.
Q13492,0.059715543786982295,20.806316264523833,0.3287995961146929,0.7434995078406545,0.9159406183607317,-5.95774867644252,Q13492,Phosphatidylinositol-binding clathrin assembly protein,PICALM,n.s.,n.s.
O43143,-0.0376651368708103,23.554070411367135,-0.32709100289498766,0.7447827242181236,0.9159406183607317,-5.958285335150386,O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,DHX15,n.s.,n.s.
Q8TAQ2,0.047560477703708415,21.772781691961043,0.3270822547524847,0.7447893062803551,0.9159406183607317,-5.958288068752681,Q8TAQ2,SWI/SNF complex subunit SMARCC2,SMARCC2,n.s.,n.s.
O00519,-0.06532936608399709,20.038561380414748,-0.3265184795327095,0.7452160381843516,0.9159406183607317,-5.958462339309019,O00519,Fatty-acid amide hydrolase 1,FAAH,n.s.,n.s.
Q15424,0.03925441525300144,22.78175758891323,0.3245505690356307,0.7466949367650195,0.9165889850969713,-5.959076104693496,Q15424,Scaffold attachment factor B1,SAFB,n.s.,n.s.
Q7L5N1,-0.053671209198380865,20.29253472324139,-0.3240889821997898,0.7470427589379992,0.9165889850969713,-5.959218981156605,Q7L5N1,COP9 signalosome complex subunit 6,COPS6,n.s.,n.s.
P00338;Q6ZMR3;P07864,-0.07898887047447545,26.831925026417757,-0.3219774344407087,0.7486358680987227,0.9171420862865094,-5.959869094085286,P00338,L-lactate dehydrogenase A chain,LDHA,n.s.,n.s.
Q63HN8,-0.12599471315043687,21.536684247655977,-0.3217682333898954,0.7487935389100346,0.9171420862865094,-5.959933428862278,Q63HN8,E3 ubiquitin-protein ligase RNF213,RNF213,n.s.,n.s.
O43760,-0.08154443691679703,22.486735729903497,-0.32007940065665147,0.750066773876689,0.9179047857242049,-5.960451263456876,O43760,Synaptogyrin-2,SYNGR2,n.s.,n.s.
Q9UH99,0.08871189485081388,20.2547888905434,0.31578152838213513,0.7533101467946027,0.9210750581691373,-5.96175684301828,Q9UH99,SUN domain-containing protein 2,SUN2,n.s.,n.s.
Q9UHB9,0.050400576762502425,21.912429427885133,0.313310910817655,0.7551742174012808,0.9214764133172134,-5.962501004361677,Q9UHB9,Signal recognition particle 68 kDa protein,SRP68,n.s.,n.s.
Q15388,-0.04060798641534191,20.610155679161707,-0.31138366471226075,0.7566312243133944,0.9214764133172134,-5.963076188103543,Q15388,Mitochondrial import receptor subunit TOM20 homolog,TOMM20,n.s.,n.s.
Q9Y5K6,-0.042757524801462665,19.948798037356443,-0.310776179353656,0.7570906703992303,0.9214764133172134,-5.963256758178107,Q9Y5K6,CD2-associated protein,CD2AP,n.s.,n.s.
O75569,0.04517276280434501,20.91980623140547,0.31061193128496795,0.7572149076781255,0.9214764133172134,-5.96330551923454,O75569,Interferon-inducible double stranded RNA-dependent protein kinase activator A,PRKRA,n.s.,n.s.
P17480,0.030029888685035644,20.55237226987435,0.3079948180529022,0.7591953591995507,0.9214764133172134,-5.964079007823825,P17480,Nucleolar transcription factor 1,UBTF,n.s.,n.s.
O95232,0.041152882728582085,21.165341255722787,0.30663643127921514,0.7602239332204651,0.9214764133172134,-5.964477908332701,O95232,Luc7-like protein 3,LUC7L3,n.s.,n.s.
P54886,0.05646121081870348,23.71711573146856,0.30652373313646064,0.7603116321049969,0.9214764133172134,-5.964509376518876,P54886,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,n.s.,n.s.
P62269,-0.03412738796704318,24.543502020064278,-0.3061887692360587,0.760562999529055,0.9214764133172134,-5.964608982712591,P62269,40S ribosomal protein S18,RPS18,n.s.,n.s.
Q96I25,0.026673267516336807,20.178932877640122,0.3061473163562276,0.7605943989845882,0.9214764133172134,-5.964621110363212,Q96I25,Splicing factor 45,RBM17,n.s.,n.s.
Q13185,-0.05644580294821466,23.662685923854003,-0.3054528297725393,0.7611228494414898,0.9214764133172134,-5.9648225119642175,Q13185,Chromobox protein homolog 3,CBX3,n.s.,n.s.
Q9UMS4,0.036282482204178734,23.21706313435504,0.30427369722844566,0.7620140375182305,0.9214764133172134,-5.965167556746129,Q9UMS4,Pre-mRNA-processing factor 19,PRPF19,n.s.,n.s.
Q9BUQ8,-0.054346073767881364,20.72370095141339,-0.3036400326025685,0.7624958378149385,0.9214764133172134,-5.965350635991418,Q9BUQ8,Probable ATP-dependent RNA helicase DDX23,DDX23,n.s.,n.s.
P30085,-0.11166586625554231,21.449580360144804,-0.30343943667315004,0.7626487389978602,0.9214764133172134,-5.965408277335765,P30085,UMP-CMP kinase,CMPK1,n.s.,n.s.
Q96FW1,-0.06306584739990484,22.742127689709335,-0.3032645490228022,0.7627813258359356,0.9214764133172134,-5.965458975935377,Q96FW1,Ubiquitin thioesterase OTUB1,OTUB1,n.s.,n.s.
Q9NS69,-0.047018167814108836,23.153103152265288,-0.29523147186384674,0.7688781079718555,0.9280470576118803,-5.967756904391306,Q9NS69,Mitochondrial import receptor subunit TOM22 homolog,TOMM22,n.s.,n.s.
Q9H444,-0.06271920814763021,21.04422781478457,-0.290793934853151,0.7722538087361579,0.9288474791794663,-5.968999006302901,Q9H444,Charged multivesicular body protein 4b,CHMP4B,n.s.,n.s.
Q96FQ6,0.1254954566564166,20.89400718346187,0.2904312288908306,0.7725298443025722,0.9288474791794663,-5.969099750359336,Q96FQ6,Protein S100-A16,S100A16,n.s.,n.s.
P25789,-0.04170421340419139,22.21951691860843,-0.2897373228393536,0.7730558138974816,0.9288474791794663,-5.969293528846771,P25789,Proteasome subunit alpha type-4,PSMA4,n.s.,n.s.
P43686,0.026830489736070717,23.28367569859148,0.2896801975615391,0.7730993008555768,0.9288474791794663,-5.969309346065892,P43686,26S protease regulatory subunit 6B,PSMC4,n.s.,n.s.
P17098,0.07357105300613398,19.57881214003705,0.2873897854470847,0.7748456788882214,0.9288474791794663,-5.9699395994539435,P17098,Zinc finger protein 8,ZNF8,n.s.,n.s.
P35580,-0.07907785545694779,22.263920694222215,-0.2868564314291017,0.7752520011739555,0.9288474791794663,-5.970085968797903,P35580,Myosin-10,MYH10,n.s.,n.s.
Q53GQ0,0.07930699307702227,21.947949096341706,0.28378078307333193,0.777596335120065,0.9288474791794663,-5.9709247359343,Q53GQ0,Estradiol 17-beta-dehydrogenase 12,HSD17B12,n.s.,n.s.
Q9UHX1,0.033448040712780625,23.592393171412635,0.28273222740284043,0.7783938966796573,0.9288474791794663,-5.9712099566400925,Q9UHX1,Poly(U)-binding-splicing factor PUF60,PUF60,n.s.,n.s.
P26885,0.06329638341108179,20.53995607771455,0.28270991455310684,0.7784130663023517,0.9288474791794663,-5.97121465914794,P26885,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,n.s.,n.s.
